-27.3187	-32.8228	-3.37546	
-39.2753	-4.76163	-2.94283	
-49.5558	19.3659	-2.57084	
-25.1502	-38.8656	-4.58883	
-42.4518	1.70372	-4.00587	
-24.9874	-41.17	-6.88308	
-44.0809	1.49364	-8.74824	
-44.5896	2.68215	-8.73624	
-55.2638	27.6205	-8.48447	
-34.5611	-21.7497	-10.1653	
-37.7154	-15.4016	-11.3066	
-54.4619	22.5946	-12.2559	
-54.7297	23.2186	-12.2517	
-64.8509	46.7993	-12.0912	
-28.0608	-39.9213	-13.8712	
-28.3009	-39.3623	-13.868	
-51.2602	14.0788	-13.564	
-51.5252	14.6958	-13.5605	
-28.2261	-40.5481	-15.0733	
-32.6039	-30.3678	-15.0268	
-61.2847	36.3278	-14.7223	
-36.013	-23.4753	-16.2226	
-42.6021	-8.16715	-16.1701	
-64.3777	42.4225	-15.9964	
-34.9583	-26.9642	-17.4676	
-61.8806	35.5221	-17.3244	
-62.4396	36.8196	-17.3214	
-29.4608	-40.7568	-18.7262	
-42.7885	-9.85316	-18.6909	
-32.0995	-35.683	-19.963	
-35.8488	-26.998	-19.9631	
-48.2655	1.76527	-19.9636	
-36.0462	-27.6007	-21.225	
-36.8063	-25.8417	-21.2271	
-66.2073	42.1987	-21.3078	
-45.8061	-7.19853	-23.8519	
-46.6031	-5.35766	-23.8584	
-77.488	65.9751	-24.1117	
-39.9975	-21.703	-25.1001	
-66.6379	38.6077	-26.7696	
-66.9288	39.2781	-26.7736	
-58.6406	19.0283	-28.0235	
-61.4798	25.5661	-28.0704	
-68.7242	42.2473	-28.19	
-51.9491	2.48308	-29.2664	
-62.6486	27.0951	-29.4731	
-44.5934	-15.5637	-30.4652	
-78.5407	61.2303	-32.6623	
-43.9586	-20.4393	-34.5184	
-47.1937	-14.1896	-35.9997	
-65.7459	27.0497	-38.0677	
-37.6796	-38.258	-38.4145	
-56.1415	3.89789	-39.1426	
-65.251	22.2354	-42.4338	
-68.6074	28.6309	-44.076	
-92.9732	82.7643	-46.8263	
-60.5644	7.83915	-46.647	
-73.2007	32.647	-51.9611	
-39.9338	-43.8663	-51.3062	
-45.7606	-31.9436	-53.1813	
-51.4816	-20.2984	-55.0948	
-79.3411	39.8145	-60.3613	
-87.2163	54.7371	-64.3138	
-76.3029	28.8593	-65.0239	
-91.4594	62.8374	-66.3718	
-63.5795	-1.02069	-65.507	
-89.4071	53.9262	-71.3201	
-94.1064	62.953	-73.5331	
-94.4617	63.7456	-73.5694	
-53.4784	-29.0416	-71.0081	
-67.5204	2.24288	-72.4893	
-83.7674	38.4396	-74.2031	
-48.0578	-42.4764	-72.0532	
-53.4579	-34.6378	-77.6131	
-59.3839	-22.9317	-80.0196	
-107.632	83.8672	-85.9349	
-70.4777	-1.3274	-84.8936	
-102.704	69.8167	-89.0706	
-96.8973	55.4275	-90.1867	
-57.8483	-32.1259	-86.7294	
-95.2038	50.1182	-91.8368	
-101.551	64.0929	-92.7046	
-54.367	-42.7277	-89.7495	
-104.392	65.4716	-98.8983	
-110.245	78.303	-99.762	
-110.065	76.2428	-101.718	
-74.3101	-3.60788	-98.1758	
-65.8801	-25.153	-100.576	
-85.1388	16.8327	-103.704	
-107.531	65.6503	-107.34	
-92.2861	30.7572	-106.837	
-72.8458	-13.1698	-105.52	
-85.1154	11.843	-109.579	
-85.4833	12.6415	-109.643	
-105.761	56.6556	-113.167	
-69.4856	-23.701	-108.79	
-109.801	61.9114	-118.05	
-68.5473	-29.0023	-112.513	
-73.8954	-19.1158	-115.492	
-75.3271	-16.027	-115.763	
-104.563	47.0464	-121.3	
-111.891	62.8564	-122.688	
-64.4746	-41.0907	-115.672	
-81.2367	-4.98359	-118.913	
-125.721	90.8398	-127.514	
-88.0898	8.03699	-122.311	
40.8211	-23.7179	10.3307	
40.6553	-23.2355	10.3531	
40.4878	-22.7529	10.3735	
40.3186	-22.2703	10.3921	
40.1518	-21.7868	10.4138	
39.9807	-21.3038	10.4303	
39.6417	-20.3357	10.468	
-85.303	-1.45938	-125.93	
-101.716	33.7298	-129.302	
-127.948	89.9695	-134.691	
40.7245	-23.7159	9.42248	
40.5604	-23.2314	9.44743	
40.3963	-22.7465	9.47266	
40.2301	-22.2616	9.49539	
40.0646	-21.7761	9.51908	
39.8956	-21.291	9.5387	
39.7284	-20.8051	9.56076	
39.5654	-20.3178	9.58824	
39.4044	-19.8298	9.61835	
39.2364	-19.3428	9.63994	
39.0643	-18.8562	9.65654	
38.8923	-18.3691	9.67346	
38.7215	-17.8814	9.69206	
38.5555	-17.3922	9.71694	
38.3969	-16.9013	9.75116	
38.2206	-16.4133	9.7635	
38.049	-15.924	9.78195	
37.8761	-15.4344	9.79895	
37.7102	-14.9432	9.82476	
37.5382	-14.4526	9.84336	
37.365	-13.9618	9.86054	
37.181	-13.4724	9.86449	
36.9891	-12.9839	9.859	
36.8134	-12.492	9.87375	
36.6538	-11.9971	9.90854	
36.5015	-11.5007	9.95258	
36.3228	-11.008	9.96417	
36.1336	-10.5166	9.96314	
-92.3601	11.8757	-129.517	
-121.212	73.633	-135.562	
40.6293	-23.7135	8.51115	
40.4684	-23.2265	8.5406	
40.3063	-22.7395	8.56876	
40.1432	-22.2523	8.5958	
39.9791	-21.7649	8.62173	
39.816	-21.2769	8.64917	
39.6527	-20.7885	8.67651	
39.491	-20.2994	8.70602	
39.3297	-19.8098	8.7362	
39.1634	-19.3209	8.76032	
38.992	-18.8325	8.77817	
38.8254	-18.3428	8.80219	
38.6602	-17.8524	8.82825	
38.4925	-17.3621	8.85125	
38.3329	-16.8697	8.88475	
38.1681	-16.378	8.91172	
38.001	-15.8863	8.93615	
37.828	-15.3953	8.95336	
37.6492	-14.9049	8.9635	
37.4835	-14.4117	8.99019	
37.3153	-13.9185	9.01392	
37.1409	-13.4259	9.0301	
36.9661	-12.933	9.04612	
36.7989	-12.4383	9.07166	
36.6377	-11.9422	9.10486	
36.4497	-11.4501	9.10504	
36.2511	-10.9591	9.09238	
36.0896	-10.4618	9.12576	
35.9317	-9.96356	9.16379	
35.7652	-9.46624	9.19137	
35.5955	-8.96898	9.21516	
35.4287	-8.47087	9.24285	
35.26	-7.97264	9.26825	
35.08	-7.47555	9.27995	
34.8855	-6.97994	9.2741	
34.7042	-6.48202	9.2847	
34.5328	-5.98234	9.30759	
34.3613	-5.48225	9.3305	
34.1651	-4.98479	9.3235	
33.9783	-4.48562	9.32819	
33.7854	-3.98666	9.32572	
33.5887	-3.48759	9.3189	
33.3999	-2.98706	9.32188	
33.2364	-2.48324	9.35582	
33.054	-1.98106	9.36697	
40.4769	-23.7242	7.52173	
40.3299	-23.2322	7.56947	
40.157	-22.7458	7.58442	
39.9865	-22.2585	7.60253	
39.824	-21.7689	7.63099	
39.6762	-21.2757	7.67838	
39.5448	-20.7787	7.7466	
39.403	-20.2836	7.80187	
39.2556	-19.7895	7.84998	
39.1004	-19.2967	7.88849	
38.9411	-18.8043	7.92197	
38.7812	-18.3117	7.95489	
38.6139	-17.8202	7.97869	
38.4472	-17.3282	8.00326	
38.2831	-16.8352	8.0315	
38.1187	-16.3419	8.05933	
37.949	-15.8492	8.08081	
37.7766	-15.3565	8.09911	
37.6129	-14.8619	8.1285	
37.4552	-14.3657	8.16556	
37.2926	-13.8701	8.19664	
37.1195	-13.3759	8.2148	
36.939	-12.8825	8.22393	
36.7787	-12.3852	8.25834	
36.607	-11.8895	8.27883	
36.4223	-11.3953	8.28339	
36.2418	-10.9	8.29339	
36.0896	-10.3999	8.33864	
35.9207	-9.90194	8.36332	
35.7411	-9.40516	8.37509	
35.5572	-8.90855	8.38157	
35.3848	-8.40977	8.40265	
35.212	-7.91063	8.42327	
35.0464	-7.41004	8.45307	
34.8633	-6.91142	8.46151	
34.6852	-6.41165	8.47626	
34.5151	-5.91037	8.50114	
34.3513	-5.40789	8.53385	
34.1898	-4.90473	8.56954	
33.9909	-4.40572	8.5596	
33.8128	-3.90368	8.57539	
33.644	-3.40009	8.60285	
33.4585	-2.89799	8.60995	
33.2801	-2.3946	8.62597	
33.0897	-1.89203	8.62755	
32.9098	-1.38783	8.64221	
32.7446	-0.881685	8.67492	
32.5572	-0.377325	8.68093	
32.3665	0.127222	8.68309	
32.1628	0.631089	8.66968	
32.0125	1.14036	8.72125	
31.8535	1.64917	8.76243	
31.6488	2.15447	8.74854	
31.4141	2.65793	8.69855	
31.2281	3.166	8.70785	
31.0476	3.67498	8.72386	
30.8748	4.18499	8.74943	
